id_tweet,score_mots_pos_neg,score_emojis_pos_neg,nb_exclamations_intensifieurs,nb_negations,nb_moycaracteres,nb_mots,target
663,-2,0,1,0,4.857142857142857,7,0
664,0,0,0,0,2.25,4,0
665,1,0,2,0,4.454545454545454,11,1
666,0,0,0,0,4.0,2,0
667,0,0,0,0,4.666666666666667,3,0
668,0,0,0,0,4.0,1,0
669,0,0,4,0,5.0,20,0
670,1,0,0,0,3.8823529411764706,18,0
671,-1,0,2,0,2.8,5,0
672,-1,0,0,0,3.8333333333333335,6,0
673,0,0,2,1,3.4782608695652173,24,0
674,-1,0,2,0,4.0,8,1
675,0,0,0,0,4.0,4,0
676,2,0,1,0,4.052631578947368,22,1
677,-1,0,2,0,3.7,12,0
678,0,0,2,0,3.6666666666666665,4,1
679,1,0,3,1,3.75,26,0
